NomeCompleto;DataNascimento;CPF;Município;Logradouro;Nro;Complemento;Bairro;TelefoneCelular;PossuiPet
JOÃO ANTONIO ALVES CARLOS DA SILVA;20/08/1978;11111111928;São Paulo;RUA QUEBEDO E VASCONCELOS;S/N;;SAO MATEUS;11996773977;N
HERVANDO LUIZ VELOZO;05/01/1981;11111111761;São Paulo;RUA SERITINGA;S/N;;SAO MATEUS;11971213593;N
ANETE MARIA PIZZIMENTI;28/10/2003;11111111498;São Paulo;RUA OSVALDO NEVOLA;S/N;;SAO MATHEUS;11910449664;S
ANDREA CAPITULINO DA SILVA;13/10/2003;11111111468;São Paulo;RUA SILVIO CERVELLINI;14;;SAO MIGUEL;11919750264;S
ALEXANDRE BAPTISTA PIRES;29/01/1973;11111111426;São Paulo;RUA ADUTORA DO RIO CLARO;307;;SAPOPEMBA;11932771104;N
SEBASTIANO DEL PIOMBO;22/02/1974;11111111274;São Paulo;RUA FELICI TOSI;S/N;;SAPOPEMBA;11979894144;N
MARCIO ALVARES DE SOUZA;11/10/1978;11111111447;São Paulo;AV ARQUITETO VL NOVA ARTIGAS;S/N;;SAPOPEMBA;11926260684;N
AMAURI DA SILVA;12/02/1979;11111111448;São Paulo;RUA WALTER RUMMEL;S/N;;SAPOPEMBA;11925950664;N
ZENIVAL DO CARMO FERREIRA ALIAGA;30/05/1997;11111111610;São Paulo;RUA DR TOLSTOI DE CARVALHO;S/N;;SAPOPEMBA;11924400573;N
BARTOLO DI FREDI;08/07/1949;11111111173;São Paulo;RUA JOSE MARIA WITAKER;S/N;;SAUDE;11976876164;S
CLEBER JACOB;07/05/1995;11111111737;São Paulo;RUA DOS INOCENTES C/ MENDEL;S/N;;SOCORRO;11963773113;S
MILTON FERREIRA DA SILVA;19/08/1960;11111111936;São Paulo;RUA ALBA C JOAQUIM MORAIS;302;;STA CATARINA;11996453817;S
WALTER WANDERLEY VAZ DO NASCIMENTO;13/11/1969;11111111854;São Paulo;RUA FRANKLIN MAGALHAES;273;;STA CATARINA;11999735457;S
BERNARDINO ZENALE;25/11/1949;11111111182;São Paulo;RUA MARTIM FRANCISCO;S/N;;STA CECILIA;11949695984;N
ADEMILSON GALDINO DA SILVA;28/11/1969;11111111884;São Paulo;RUA SEBASTIAO PEREIRA;553;;STA CECILIA;11998534857;N
ANGELA MARIA DE OLIVEIRA;05/03/1992;11111111502;São Paulo;RUA CAMARAGIBE C/ LOPES CHAVES;122;;STA CECILIA;11909209584;N
VINCENZO FOPPA;09/04/1979;11111111284;São Paulo;RUA JUREIA;S/N;;STA CRUZ;11976793944;S
CLAUDIO RODRIGUES FERREIRA;25/09/1999;11111111726;São Paulo;RUA AGAMENON MAGALHAES;138;;STA EDWIGES;11960362893;N
VALDEVILSON DE SOUZA GOES;07/10/1956;11111111875;São Paulo;RUA DOS ANDRADAS C/ TIMBIRAS;S/N;;STA EFIGENIA;11998895037;S
WASHINGTON LUIZ BATISTA;07/01/1957;11111111943;São Paulo;RUA PADRE ALDEMAR MOREIRA;S/N;;STA ETELVINA;11996173677;N
DAVID ALEXANDER  DA SILVA RAMOS;24/07/1977;11111111808;São Paulo;AV NASCER DO SOL;S/N;;STA ETELVINA COHAB;11985784533;S
CLAUDIO LUIZ GONÇALVES DE ALMEIDA;03/06/1987;11111111441;São Paulo;AV NASCER DO SOL;S/N;;STA ETELVINA COHAB;11928120804;S
MARIO FABRICIO GONCALVES;20/04/1975;11111111315;São Paulo;RUA ANA DE BARROS;S/N;;STA INES;11967183324;S
JOHN ANTHONY GILLIS;09/07/1975;11111111139;São Paulo;RUA VICENTE SOARES;S/N;;STA TEREZINHA;11958687496;S
BIANCA JULIANA RODRIGUES DOS SANTOS;03/08/2002;11111111571;São Paulo;RUA ITAICY;S/N;;STA TEREZINHA;11912309793;S
DOUGLAS RENE WITZEL;18/10/1953;11111111871;São Paulo;AV MARIO LOPES LEAO;700;;STO AMARO;11999055117;N
FRANCESCO SQUARCIONE;13/05/1967;11111111220;São Paulo;RUA JOAQUIM NEVES MONTEIRO;228;;STO AMARO;11886615224;N
SANDRA VIEIRA FRAZON;01/05/1967;11111111356;São Paulo;AV CELSO DOS SANTOS;S/N;;STO AMARO;11954472504;S
RAFFAELLINO DEL GARBO;23/01/1979;11111111270;São Paulo;AV CARLOS OBHERUBER;325;;STO AMARO;11981134224;S
AGUSTIN FRANCISCO CARBALLO;18/05/1984;11111111400;São Paulo;RUA COMEN ELIAS ZARZUR;S/N;;STO AMARO;11940831624;S
DANIEL DA SILVA DIAS;28/10/1984;11111111839;São Paulo;RUA INDIANA;1428;;STO AMARO;11995395153;S
CAETANO JOSÉ DA SILVA;29/07/1986;11111111625;São Paulo;RUA BARAO DE JACEGUAI;1768;;STO AMARO;11929050873;S
GISLENE EUGENIO;16/10/1994;11111111318;São Paulo;RUA ENG TOMAS WHATELY;250;;STO AMARO;11966253264;N
PAULO CESAR CERVELHEIRA DE OLIVEIRA;12/10/1971;11111111339;São Paulo;RUA OSCAR FREIRE;1850;;SUMARE;11959742844;N
ELIAS TAVARES DE SIQUEIRA;08/08/1982;11111111311;São Paulo;RUA CAYOWAA;2008;;SUMAREZINHO;11968423404;N
ELIAS ASSIS NETO;25/12/1949;11111111853;São Paulo;RUA MATEUS GOMES;S/N;;TATUAPE;11999735433;S
ROBERTO MARTINS FIGUEIREDO;23/12/1956;11111111913;São Paulo;RUA SEBASTIAO BARBOSA;333;;TATUAPE;11997374277;S
STEFANO DI GIOVANNI;19/02/1965;11111111278;São Paulo;RUA ADELINO DE ALMEIDA CASTILHO;782;;TATUAPE;11978654064;N
ADRIANA ALVES DA SILVA RAMALHO;13/06/1971;11111111389;São Paulo;RUA PLATINA;815;;TATUAPE;11944241844;N
TADDEO GADDI;11/05/1974;11111111280;São Paulo;RUA AIRI;437;;TATUAPE;11978034024;N
CELIO CIPRIANO FILHO;06/09/1974;11111111689;São Paulo;RUA SANTA CATARINA;284;;TATUAPE;11948892153;N
CAROLINA DOS SANTOS AGNELLO;22/05/1982;11111111675;São Paulo;RUA AREIAO;51;;TATUAPE;11944551873;N
JOSÉ ROBERTO DE CASTRO;28/09/1983;11111111752;São Paulo;RUA VISCONDE DE ITABORAY;233;;TATUAPE;11968423413;S
ALEX FABIANO DA SILVA;02/06/1984;11111111430;São Paulo;RUA ANTONIO CAMARDO;1625;;TATUAPE;11931531024;S
ATILIO FRANCISCO DA SILVA;05/09/1986;11111111534;São Paulo;RUA TUIUTI;2753;;TATUAPE;11900839053;S
ANDERSON DOS SANTOS;09/05/1993;11111111462;São Paulo;RUA ANDRE VIDAL C/ ALM CALHEIROS;22;;TATUAPE;11921610384;S
EDSON VAROTTO;15/05/1997;11111111580;São Paulo;RUA SANTA GERTRUDES;575;;TATUAPE;11915099973;N
ANDREA PATRICIA BARCELOS DE SOUZA;22/07/1994;11111111467;São Paulo;RUA CORACAO DE MACA;S/N;;TIRADENTES COHAB;11920030284;N
ADEMIR GOMES;30/09/1966;11111111380;São Paulo;RUA ALMEIDA MERCES;S/N;;TREMEMBE;11947032024;N
FABIANO DE SOUSA RAMOS;07/06/1977;11111111923;São Paulo;PC DONA MARIQUINHA SCIASCIA;S/N;;TREMEMBE;11996974077;S
ANA MARIA DAS DORES DE CAMARGO VIANA;17/07/1970;11111111455;São Paulo;RUA MUNICIPAL;1213;;TRES MARIA;11923780524;N
DANILO SANTOS COSTA;19/09/1981;11111111805;São Paulo;RUA LILIENTAL;317;;TUCURUVI;11984854473;S
BENTO SILVA DE JESUS FILHO;04/08/2001;11111111557;São Paulo;RUA CASA FORTE;S/N;;TUCURUVI;11907969513;N
BRENO SILVA COSTA;12/12/2002;11111111589;São Paulo;AV MAESTRO VILLA LOBOS;3881;;TUCURUVI;11917890153;S
RONALD JAMES PADAVONA;10/07/1942;11111111132;São Paulo;AL AGOSTINHO RODRIGUES FILHO;363;;V L MARIANA;13987674122;S
DIEGO SANTOS;08/06/1967;11111111842;São Paulo;AV PROF ALCEU MAYNARD ARAUJO;S/N;;VARZEA DE BAIXO;11996325213;S
ANDRÉA CRISTINA BEZERRA DA SILVA;20/10/2003;11111111469;São Paulo;RUA DAS PAINEIRAS;S/N;;VELEIROS;11919440244;S
NICCOLÒ DI LIBERATORE;22/09/1956;11111111260;São Paulo;PQ BURLE MARX;S/N;;VILA ANDRADE;11984234424;S
CAIO EIJI SIRAHATA;09/02/1992;11111111628;São Paulo;RUA ANTONIO NETO CALDEIRA;S/N;;VILA ANTONIETA;11929980933;N
SANDRA LIA POMPEI OJEDA;21/03/1969;11111111873;São Paulo;RUA ALEIXOS JAFET;S/N;;VILA AURORA;11998975077;N
CÍCERA DONIZETE PEREIRA DA SILVA;20/01/1969;11111111298;São Paulo;RUA IRITUIA;S/N;;VILA CAIUBA;11972453664;S
JOÃO DOS REIS SOUZA;18/02/1983;11111111763;São Paulo;RUA LAGOA FEIA;S/N;;VILA CARMOSINA;11971833633;S
HÉLIO JOSÉ DOS SANTOS;18/04/1982;11111111344;São Paulo;RUA BENEDITO GALVAO;S/N;;VILA CARRAO;11958192744;S
PATRICIA ELISUA DE OLIVEIRA FERREIRA BASSETTO DE CASTRO;04/03/1976;11111111903;São Paulo;RUA INACIO DE ALMEIDA ARRUDA;S/N;;VILA DA PAZ;11997774477;S
SIMONE MARTINI;05/07/1957;11111111275;São Paulo;RUA DOS GUARINOS;S/N;;VILA ELISA;11979584124;S
ALEX SANDRO DE SANTANA;25/10/1978;11111111429;São Paulo;PC DO TRABALHADOR ( CERET );S/N;;VILA GOMES CARDIM;11931841044;N
ANTONIO DA CORREGGIO;03/09/1953;11111111170;São Paulo;RUA DR JOSE DE QUEIROS MATOSO;719;;VILA GONCALVES;11985936224;N
ADEILTON DE ALMEIDA PEDRO;21/04/1980;11111111376;São Paulo;RUA CANEDOS;S/N;;VILA GUSTAVO;11948272104;N
ANGELA MANCINI SCURATO VICENTE;07/06/1990;11111111501;São Paulo;RUA SAO GONCALO DO RIO DAS PEDRAS;S/N;;VILA MARA;11909519604;S
PINTURICCHIO SANTOS;06/02/1962;11111111268;São Paulo;PC GOMES FIGUEIREDO;S/N;;VILA MARIA;11981754264;S
CLAUDIO JORGE GONÇALVES;29/02/1980;11111111733;São Paulo;RUA MARTA MARIA BERNARDES;S/N;;VILA NATAL;11962533033;N
REINALDO RODRIGUES;17/10/1997;11111111349;São Paulo;RUA SANTO ANTONIO DE CATEGERO;S/N;;VILA NATALIA;11956642644;N
HERÁCLITO DE ÉFESO;25/05/1960;11111111141;São Paulo;RUA CALDAS NOVAS;S/N;;VILA NOVA ESPERANCA;11963555764;N
NORIKO ONISHI SAITO;07/05/1983;11111111342;São Paulo;RUA IRMAO DEODORO;S/N;;VILA PRINCESA ISABEL;11958812784;N
HERMIZIA DANIELA SILVEIRA DOS ANJOS;20/01/1981;11111111791;São Paulo;RUA COMTE CARLOS RHUL;S/N;;VILA PRINCESA ISABEL;11980514193;N
ANTONIA GEIZA CHAVES DE AQUINO;24/12/1972;11111111512;São Paulo;RUA ADUTORA DO RIO CLARO;S/N;;VILA REGENTE FEIJO;11906109384;S
DANIELA CRISTINA MIGUEL BRUZARROSCO;04/02/1999;11111111789;São Paulo;RUA ANDRE CAVALCANTE;S/N;;VILA REGINA;11979894153;S
CARMINO PEPE;01/12/1990;11111111822;São Paulo;PC MARIA HELENA BONELLI PALMA;143;;VILA RUI BARBOSA;11990124813;S
FRANCESCO FRANCIA;09/01/1956;11111111216;São Paulo;RUA SERRA VERDE;S/N;;VILA SILVIA;11887815304;S
ADILSON VIEIRA BITTENCOURT;10/07/1981;11111111287;São Paulo;RUA BEIJA FLOR;S/N;;VILA VARGEM GRANDE;11975863884;N
ARTHUR ROCHA RUSSO;16/09/1983;11111111530;São Paulo;RUA IPE ROXO;S/N;;VILA VARGEM GRANDE;11900529024;N
GIULIANO BUGIARDINI;11/07/1956;11111111235;São Paulo;RUA PAULO MARQUES;S/N;;VILA VIDAL;11991984924;N
CLAUDIO GRILLO FILHO;16/01/1978;11111111731;São Paulo;RUA DR ADEMAR FERREIRA DE CARVALHO;S/N;;VILA YOLANDA II;11961912993;S
DJALMA GONÇALVES GUIRRA;02/05/1965;11111111836;São Paulo;RUA ELIAS DE SOUZA PINTO;S/N;;VL ALBERTINA;11994465093;N
EDISON DELLA MONICA;16/02/1990;11111111823;São Paulo;RUA MAESTRO BORTOLUCCI;S/N;;VL ALBERTINA;11990434833;S
GUIOMAR APARECIDA DE AGOSTINI;23/10/1994;11111111319;São Paulo;RUA PASCOAL RANIERI MAZILI;650;;VL ANA CLARA;11965943244;N
ROBERTO HONÓRIO DE OLIVEIRA;04/09/1969;11111111354;São Paulo;RUA BARTOLOMEU BUENO;161;;VL ANASTACIO;11955092544;S
CAIO CESAR MARQUES NAHAS;08/10/1991;11111111627;São Paulo;RUA PETROBRAS;S/N;;VL ANTONIETA;11929670913;S
CARLOS EDUARDO FALCONI;15/01/2001;11111111755;São Paulo;RUA RIZZIERI NEGRINI;199;;VL ARAPUA;11969353473;S
LEONARDO DA VINCI;29/11/1952;11111111242;São Paulo;RUA EDGARD DE SOUZA;82;;VL ARICANDUVA;11989814784;S
DELVAM BATISTA DE ALMEIDA;02/08/1947;11111111826;São Paulo;RUA ORLANDO PINTO RIBEIRO;277;;VL ARRIETE;11991364893;S
CRISTIANO CAPUTTI;23/04/1988;11111111647;São Paulo;RUA ALBERTINA VIEIRA DA S GORDO;S/N;;VL AURORA;11935871313;N
GIAMBATTISTA MORONI;10/04/1972;11111111224;São Paulo;RUA MARQUES DO RECIFE;330;;VL BANCARIA;11995395144;N
DANIEL CORDEIRO DA SILVA;05/03/1983;11111111793;São Paulo;RUA MARIA ELISA SIQUEIRA;S/N;;VL BARBOSA;11981134233;S
FRANCISCO DE ASSIS TIMÓTEO LEITE;05/05/1989;11111111705;São Paulo;RUA PDE ARTUR SOMENSI;48;;VL BEATRIZ;11953852473;S
CELDA PEREIRA GOMES;22/05/1985;11111111686;São Paulo;RUA DR VICENTE GIACAGLINI;S/N;;VL BELA;11947962093;S
CRISTIANE TRIGUEIRO DE OLIVEIRA;25/09/1999;11111111773;São Paulo;RUA PITINGA;396;;VL BELA;11974933833;S
CARLOS ANTÔNIO FERREIRA DOS SANTOS;01/04/1983;11111111650;São Paulo;RUA DOS PATIS;335;;VL BELA VISTA;11936801373;S
ALDA CRISTIANE SICHIERI;05/02/1981;11111111304;São Paulo;RUA ANTONIO CORREIA;618;;VL BONILHA;11970593544;N
VALTER NUNES DIAS;13/12/1959;11111111332;São Paulo;RUA ORESTES COLOMBARI;S/N;;VL BORGES;11961912984;N
ANDREY FELIPE BRÁS BLANCO DA SILVA;01/10/1960;11111111901;São Paulo;RUA CANDIDO DE GODOI;S/N;;VL BRASIL;11997854517;N
COSIMO TURA;09/04/1955;11111111193;São Paulo;RUA JOSE FELIX ALVES PACHECO;209;;VL BRASILANDIA;11916475764;S
EDUARDO RODRIGUES FIORILLO;17/10/1968;11111111309;São Paulo;RUA MARIA NAZARO DA SILVA;224;;VL BRASILANDIA;11969043444;S
ALEXANDRE GONÇALVES;27/12/1975;11111111427;São Paulo;RUA HELCIO DA SILVA;10;;VL BRASILANDIA;11932461084;N
CLÉLIA GOMES DA SILVA;18/04/1994;11111111739;São Paulo;RUA COLUMBIA;289;;VL BRASILANDIA;11964393153;N
FRANCISCO SCARPA FILHO;27/09/1983;11111111704;São Paulo;AV BUENOS AIRES;90;;VL BUENOS AIRES;11953542453;N
ANDRÉA OLERIANA AFFONSO;17/05/2003;11111111612;São Paulo;AV GENTIL BRAGA;38;;VL BUENOS AYRES;11925020613;N
BENEDETTO GHIRLANDAIO;19/04/1954;11111111176;São Paulo;AV MATA MACHADO;S/N;;VL CALIFORNIA;11967816104;N
DETINHO LOURENÇO DE LIMA;25/05/1970;11111111833;São Paulo;RUA COMEN GIL PINHEIRO;325;;VL CALIFORNIA;11993535033;S
ALESSANDRO ALBERTI;02/12/1955;11111111157;São Paulo;RUA CAXIU;S/N;;VL CAMPANELA;11963588084;S
ALEXANDRE SOUZA LIMA;24/10/1989;11111111423;São Paulo;RUA ROSALIA DE CASTRO;559;;VL CAMPESTRE;11933701164;S
ARLINDO FELIPE JUNIOR;03/08/2002;11111111521;São Paulo;RUA LUIZA CANERO;6;;VL CANERO;11903319204;S
DIOGO LUIS DE OLIVEIRA SILVA;03/02/1976;11111111851;São Paulo;RUA CAMPANTE;81;;VL CARIOCA;11999115393;N
ANDRÉ RODRIGUES GONÇALVES;24/05/1993;11111111492;São Paulo;RUA ALBINO DE MORAES;19;;VL CARIOCA;11912309784;N
CREUSA GIBERTONI;17/10/1979;11111111303;São Paulo;RUA VENTUROSA;S/N;;VL CARMOSINA;11970903564;N
JHESICA LOURES DOS SANTOS BACCARI;19/08/1979;11111111892;São Paulo;RUA SAO FELIX DO PIAUI;1057;;VL CARMOSINA;11998214697;S
CARLOS HENRIQUE DE ALMEIDA MACHADO;05/07/2000;11111111666;São Paulo;RUA PRAIA DE TORRES;S/N;;VL CARMOSINA;11941761693;N
CLÁUDIO MANOEL DE PAULA;20/08/1972;11111111832;São Paulo;RUA ANTONIO MUNHOS BONILHA;235;;VL CAROLINA;11993225013;S
EDSON BATISTA DE OLIVEIRA;28/09/1971;11111111357;São Paulo;RUA SAO VALENTIM;81;;VL CARRAO;11954162484;N
DANIA LIMA DE OLIVEIRA;26/11/1977;11111111787;São Paulo;RUA FRANCISCA DE PAULA;278;;VL CARRAO;11979274113;S
ALESSA BACELLAR CAMARINHA;28/01/1979;11111111418;São Paulo;RUA LUIS PINTO;S/N;;VL CARRAO;11935251264;S
ANDRÉ BEZERRA RIBEIRO SOARES;20/08/1995;11111111491;São Paulo;RUA DENTISTA BARRETO;516;;VL CARRAO;11912619804;S
MARCOS NEGRISOLLI;20/02/1981;11111111334;São Paulo;RUA PIANCO;219;;VL CELESTE;11961292944;S
CARINA VITRAL COSTA;23/03/1973;11111111648;São Paulo;RUA DO ACAPUZAL;S/N;;VL CISPER;11936181333;S
EDIR SALES;05/05/1975;11111111956;São Paulo;RUA JOSE GOMES FARIA;23;;VL CISPER;11995653417;N
ARNALDO DONIZETTI DANTAS;04/08/1960;11111111906;São Paulo;AV JOSE MARIA WITAKER;S/N;;VL CLEMENTINO;11997654417;N
ANGELA ROSEMEIRE DE MATOS TELES;05/08/1976;11111111505;São Paulo;RUA DRA NEYDE APPARECIDA SOLLITO;S/N;;VL CLEMENTINO;11908279524;S
ADEMIR DA GUIA;25/10/1997;11111111378;São Paulo;RUA PROF RAUL PEDERNEIRAS;125;;VL CONDE DO PINHAL;11947652064;S
GIOVANNI MARTINO SPANZOTTI;09/02/1972;11111111232;São Paulo;RUA SEBASTIAO DE FREITAS;246;;VL CONSTANCA;11992914984;S
ALEX SANDRO FERREIRA DA SILVA;15/08/1992;11111111431;São Paulo;RUA SALVADOR RODRIGUES NEGRAO;38;;VL CONSTANCIA;11931221004;S
MARIA APARECIDA FARAGÓ MAGRINI;25/09/1999;11111111713;São Paulo;AV MARIANA CALIGIURI RONCHETTI;237;;VL CONTINENTAL;11956332633;S
ARLINDO BARBOSA;07/05/2000;11111111522;São Paulo;RUA ANTONIO LAMAS;31;;VL CRISTALIA;11903009184;N
AGNA BEZERRA LIMA;27/02/1975;11111111398;São Paulo;RUA DO CARREIRO DE PEDRA;98;;VL CRUZEIRO;11941451664;N
DANILO SILVEIRA MANHA;25/09/1999;11111111803;São Paulo;RUA MARIA FRANCISCA DO NASCIMENTO;12;;VL CRUZEIRO;11984234433;N
CLAUDIO JOSÉ DE OLIVEIRA GONÇALVES;14/05/1983;11111111724;São Paulo;AV FLAMINGO;37;;VL CURUCA NOVA;11959742853;S
MARIA EDUARDA CURIO ALCANTARA E SILVA;06/02/1963;11111111947;São Paulo;RUA IVOTURUCAIA;411;;VL CURUCA VELHA;11996013597;S
MARCELO BENE DE LIMA SILVA;27/10/1999;11111111543;São Paulo;RUA CARNEIRO DA CUNHA;S/N;;VL DA SAUDE;11903629233;N
TICIANO OLIVEIRA;24/07/1982;11111111281;São Paulo;PC BAUXITA;95;;VL DALILA;11977724004;N
MARCO D'OGGIONO;28/05/1967;11111111250;São Paulo;AV GUSTAVO BERTHIER;S/N;;VL DALVA;11987334624;N
TALES DE MILETO;20/01/1969;11111111150;São Paulo;RUA JORGE WORD;49;;VL DALVA;11963573944;N
DANIEL SANTANA DE JESUS;22/04/1997;11111111799;São Paulo;RUA BERNARDINO ESTAZIONE;S/N;;VL DAS BELEZAS;11982994353;N
CLEIDE MARIA ARAUJO MODESTO;05/04/1980;11111111738;São Paulo;RUA BRIG AMILCAR V PEDERNEIRAS;120;;VL DAS MERCES;11964083133;S
CARLOS ALBERTO DE QUADROS BEZERRA JUNIOR;07/05/1985;11111111656;São Paulo;RUA ANGATURAMA;454;;VL DAS MERCES;11938661493;S
FRANCESCO BOTTICINI;29/10/1969;11111111213;São Paulo;RUA SOLIDONIO LEITE;131;;VL DIVA;11888715364;S
DAILAS RODRIGUES DA SILVA SOARES;08/07/1981;11111111780;São Paulo;RUA BUENOPOLIS;62;;VL DIVA;11977103973;S
GIOVANNI BELLINI;03/10/1987;11111111228;São Paulo;RUA CARLOS CESAR;S/N;;VL DIVINA PASTORA;11994155064;N
WALDISNEY PILON CAMASANO;30/11/1973;11111111642;São Paulo;AV ROLAND GARROS;S/N;;VL EDE;11934321213;N
CRISTINA RODRIGUES DE SOUZA;21/08/1982;11111111882;São Paulo;RUA LUCIANO BROINIZZI C JAPI;191;;VL EDE;11998614897;N
DANIEL CARLOS BRAGA;18/12/1983;11111111792;São Paulo;RUA SANTO ANTONIO DE LISBOA;543;;VL EDE;11980824213;S
ARISTÓTELES SANTIAGO;10/04/1948;11111111133;São Paulo;RUA PDE PEDRO MAGNONI;511;;VL EMA;11963539604;N
FLORISA BATISTA DE ALMEIDA;17/03/1962;11111111889;São Paulo;RUA DR JOAO BIZARRO DA NAVE;S/N;;VL EMA;11998334757;S
FRANCESCO DEL COSSA;18/02/1971;11111111214;São Paulo;RUA NILZA;S/N;;VL ESPERANCA;11888415344;N
AUGUSTO RABELO GONZALES;20/07/1983;11111111535;São Paulo;RUA LUIZ CARLOS FACCHINI;50;;VL FACCHINI;11901149073;S
LUIZ DEMIAN DE ARRUDA FELDMAN;03/02/1953;11111111827;São Paulo;RUA FELIPE CARDOSO CAMPOS;S/N;;VL FANTON;11991674913;S
ABRÃO FERREIRA DOS SANTOS;20/04/1968;11111111373;São Paulo;RUA JOAO BATISTIA FANTON;3;;VL FONTON;11949202164;S
RICHARD STARKEY;04/07/1940;11111111122;São Paulo;RUA MARAGOJIPE;S/N;;VL FORMOSA;31969456725;S
ANA CLAUDIA SILVA MIELKE;19/01/1976;11111111456;São Paulo;AV TRUMAIN C/ HENRIQUE MORIZE;S/N;;VL FORMOSA;11923470504;S
AUGUSTO CESAR PINATTI MARSIGLIA;28/09/1988;11111111537;São Paulo;AV ANTONIO MANOGRASSO;234;;VL FORMOSA;11901769113;N
DIEGO MONTEIRO DE SOUZA;03/10/1953;11111111841;São Paulo;AV BERNA;228;;VL FRIBURGO;11996015193;N
JOSÉ ROBERTO RODRIGUES DE OLIVEIRA;25/09/1999;11111111756;São Paulo;AV DANTON JOBIM;131;;VL FRIBURGO;11969663493;S
MARCOS ROBERTO DE SOUZA;07/10/1991;11111111579;São Paulo;RUA PEREIRA DO LAGO;S/N;;VL GOMES;11914789953;S
MESTRE DO BIGALLO;27/07/1974;11111111257;São Paulo;RUA JOAO RODRIGUES PIRES;680;;VL GUARANI;11985164484;S
ANGÉLICA DE ASSIS SANTOS;18/05/1977;11111111506;São Paulo;AV DIEDERICHSEN;45;;VL GUARANI;11907969504;S
KARIUM DE ALMEIDA BRIZOLLA;30/08/1989;11111111594;São Paulo;AV WALDOMIRO DE LIMA;S/N;;VL GUARANI;11919440253;S
FABIO DE SOUZA BRITO;11/02/2002;11111111592;São Paulo;RUA GRUMIXAMAS;374;;VL GUARANI;11918820213;N
CARMEM MIRANDA ALVES PEREIRA;18/01/1971;11111111671;São Paulo;RUA ALFREDO MARIO PIZZOTTI;370;;VL GUILHERME;11943311793;N
PATRICIA REGINA ALONSO;06/06/1974;11111111902;São Paulo;RUA GUARACININGA;193;;VL GUILHERME;11997814497;N
JOANA D'ARC FIGUEIRA CRUZ;23/05/1977;11111111893;São Paulo;RUA MARIETA DA SILVA;112;;VL GUILHERME;11998174677;S
ANDERSON BALBINO DA SILVA;14/10/1981;11111111459;São Paulo;RUA CATAPARA;207;;VL GUILHERME;11922540444;S
MARIA CELESTE JUSTA;11/01/1986;11111111576;São Paulo;PC OSCAR DA SILVA;394;;VL GUILHERME;11913859893;N
AGENOR HERMOGENES JULIO;14/01/1973;11111111396;São Paulo;RUA SANTO ALEXANDRE;S/N;;VL GUILHERMINA;11942071704;N
ANDRÉ MATOS DE MORAIS FILHO;31/05/1981;11111111479;São Paulo;RUA ASSIS VALENTE C GIL RIBEIRO;640;;VL GUILHERMINA;11916340044;N
AGOSTINO VENEZIANO;03/07/1947;11111111155;São Paulo;RUA DOM ANTONIO ALVARENGA;S/N;;VL GUMERCINDO;11963584044;N
AURÉLIO NOMURA;16/01/2003;11111111540;São Paulo;RUA ASSUNGUI C/ AMERICO RIBEIRO;S/N;;VL GUMERCINDO;11902699173;N
MARIA DONIZETE FERREIRA DA SILVA;14/07/1960;11111111335;São Paulo;RUA TANQUE VELHO;455;;VL GUSTAVO;11960982924;S
GERSON ARAGÃO BENTES;14/12/1985;11111111517;São Paulo;AV BOSCHETTI;234;;VL GUSTAVO;11904559284;S
ANTONIO EDUARDO DOS SANTOS;14/02/1980;11111111703;São Paulo;RUA LAURO MULLER;12;;VL HAMBURGUESA;11953232433;S
ANA CLAUDIA SEVERINO RIVERA;29/01/1996;11111111450;São Paulo;AL DOS ANAPURUS;S/N;;VL HELENA;11925330624;S
GIOVANNI DEL BIONDO;07/09/1956;11111111230;São Paulo;RUA REALENGO;S/N;;VL IDA;11993535024;N
GALASSO GALASSI;29/04/1973;11111111222;São Paulo;LG LEON DE TOLSTOI C/ ANY;S/N;;VL INDEPENDENCIA;11996015184;N
CARLOS EDUARDO RUANO DE OLIVEIRA;13/10/1987;11111111668;São Paulo;RUA IQUIRIRIM;496;;VL INDIANA;11942381733;N
DACIO GOMYDE PRETONI;09/07/1977;11111111778;São Paulo;RUA DOM PEDRO I;S/N;;VL INVERNADA;11976483933;S
WILSON ZEFERINO DA SILVA;26/11/1976;11111111944;São Paulo;RUA SALVADOR CARUSO;705;;VL IPOJUCA;11996133657;N
LUCIANO FRANCISCO DOS SANTOS;24/07/1992;11111111331;São Paulo;RUA AMOIPIRA;S/N;;VL ISA;11962223004;S
DOMENICO ALFANI;13/10/1984;11111111198;São Paulo;AV ITAIM;S/N;;VL ITAIM;11901375664;N
AMICO ASPERTINI;08/05/1964;11111111160;São Paulo;AV OURO VERDE DE MINAS;S/N;;VL IV CENTENARIO;11963594144;S
JOSÉ MARIA PEREIRA DOS SANTOS;14/04/1978;11111111345;São Paulo;RUA TSUTOMU HENNI;717;;VL JACUI;11957882724;S
EDMAR LUZ DE ALMEIDA;31/10/1994;11111111959;São Paulo;RUA TEJUGUACU;S/N;;VL JACUI;11995533357;S
CARLO CRIVELLI;04/03/1955;11111111188;São Paulo;RUA CACHOEIRA DO SUL;26;;VL JAGUARA;11931575864;S
GENTILE BELLINI;29/03/1958;11111111223;São Paulo;RUA SANDOVAL FERREIRA CABRAL;S/N;;VL JAGUARA;11995705164;S
ADILSON ADRIANO SALES DE SOUZA CARVALHO AMADEU;20/03/1971;11111111885;São Paulo;RUA PEDRO HENRIQUE DE O BRAGANCA;S/N;;VL JAGUARA;11998494837;N
